,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes,Num,Won,id
1205,2016,46,ATL,NFL,16,11,5,0,0.688,8.5,10.5,-2.0,3.0,2.0,1.0,0.667,1.0,NFC Champions,8.0,6.0,QuinDa0
1206,2017,47,ATL,NFL,16,10,6,0,0.625,4.3,1.1,3.2,2.0,1.0,1.0,0.5,3.0,0,4.0,2.0,QuinDa0
1207,2018,48,ATL,NFL,16,7,9,0,0.438,-0.1,2.5,-2.6,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,QuinDa0
1208,2019,49,ATL,NFL,16,7,9,0,0.438,-0.1,0.3,-0.4,0.0,0.0,0.0,0.0,2.0,0,5.0,0.0,QuinDa0
1209,2020,50,ATL,NFL,5,0,5,0,0.0,0.7,-0.1,0.8,0.0,0.0,0.0,0.0,4.0,Fired after week 5,1.0,0.0,QuinDa0
1210,2024,54,WAS,NFL,17,12,5,0,0.706,3.7,4.9,-1.2,3.0,2.0,1.0,0.667,2.0,0,5.0,2.0,QuinDa0
1211,2025,55,WAS,NFL,17,5,12,0,0.294,-5.7,-2.1,-3.6,0.0,0.0,0.0,0.0,3.0,0,5.0,2.0,QuinDa0
1212,1972,45,DEN,NFL,14,5,9,0,0.357,-1.9,2.9,-4.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RalsJo0
1213,1973,46,DEN,NFL,14,7,5,2,0.571,2.9,5.4,-2.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RalsJo0
1214,1974,47,DEN,NFL,14,7,6,1,0.536,0.6,3.4,-2.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RalsJo0
1215,1975,48,DEN,NFL,14,6,8,0,0.429,-3.4,-2.7,-0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RalsJo0
1216,1976,49,DEN,NFL,14,9,5,0,0.643,6.9,2.5,4.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RalsJo0
1217,1970,43,BUF,NFL,14,3,10,1,0.231,-12.3,-5.8,-6.5,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,RaucJo0
1218,1981,37,DEN,NFL,16,10,6,0,0.625,1.3,-1.6,2.9,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ReevDa0
1219,1982,38,DEN,NFL,9,2,7,0,0.222,-9.7,-6.0,-3.8,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ReevDa0
1220,1983,39,DEN,NFL,16,9,7,0,0.563,-2.8,-4.1,1.3,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,ReevDa0
1221,1984,40,DEN,NFL,16,13,3,0,0.813,7.7,1.0,6.7,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ReevDa0
1222,1985,41,DEN,NFL,16,11,5,0,0.688,3.6,1.8,1.9,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ReevDa0
1223,1986,42,DEN,NFL,16,11,5,0,0.688,5.2,3.4,1.8,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ReevDa0
1224,1987,43,DEN,NFL,15,10,4,1,0.7,4.1,3.2,0.9,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ReevDa0
1225,1988,44,DEN,NFL,16,8,8,0,0.5,-3.3,0.1,-3.4,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ReevDa0
1226,1989,45,DEN,NFL,16,11,5,0,0.688,9.3,3.7,5.7,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ReevDa0
1227,1990,46,DEN,NFL,16,5,11,0,0.313,-0.8,2.1,-2.9,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ReevDa0
1228,1991,47,DEN,NFL,16,12,4,0,0.75,3.4,0.3,3.1,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,ReevDa0
1229,1992,48,DEN,NFL,16,8,8,0,0.5,-3.4,-1.4,-1.9,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ReevDa0
1230,1993,49,NYG,NFL,16,11,5,0,0.688,4.6,-0.8,5.4,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,ReevDa0
1231,1994,50,NYG,NFL,16,9,7,0,0.563,-1.7,-2.7,1.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ReevDa0
1232,1995,51,NYG,NFL,16,5,11,0,0.313,-1.5,-2.6,1.1,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,ReevDa0
1233,1996,52,NYG,NFL,16,6,10,0,0.375,-4.1,-5.7,1.5,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ReevDa0
1234,1997,53,ATL,NFL,16,7,9,0,0.438,-4.2,-1.2,-2.9,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ReevDa0
1235,1998,54,ATL,NFL,16,14,2,0,0.875,10.0,7.0,3.0,3.0,2.0,1.0,0.667,1.0,NFC Champions,0.0,0.0,ReevDa0
1236,1999,55,ATL,NFL,16,5,11,0,0.313,-7.1,-4.0,-3.0,0.0,0.0,0.0,0.0,3.0,0,4.0,0.0,ReevDa0
1237,2000,56,ATL,NFL,16,4,12,0,0.25,-8.6,-5.7,-2.9,0.0,0.0,0.0,0.0,5.0,0,8.0,2.0,ReevDa0
1238,2001,57,ATL,NFL,16,7,9,0,0.438,-4.7,-2.7,-2.0,0.0,0.0,0.0,0.0,4.0,0,5.0,2.0,ReevDa0
1239,2002,58,ATL,NFL,16,9,6,1,0.594,5.1,3.5,1.5,2.0,1.0,1.0,0.5,2.0,0,9.0,0.0,ReevDa0
1240,2003,59,ATL,NFL,13,3,10,0,0.231,-7.4,-2.0,-5.4,0.0,0.0,0.0,0.0,4.0,Fired after week 14,2.0,0.0,ReevDa0
1241,2018,57,IND,NFL,16,10,6,0,0.625,3.4,3.9,-0.6,2.0,1.0,1.0,0.5,2.0,0,5.0,2.0,ReicFr0
1242,2019,58,IND,NFL,16,7,9,0,0.438,-1.8,-1.0,-0.8,0.0,0.0,0.0,0.0,3.0,0,8.0,2.0,ReicFr0
1243,2020,59,IND,NFL,16,11,5,0,0.688,2.8,1.2,1.6,1.0,0.0,1.0,0.0,2.0,0,7.0,3.0,ReicFr0
1244,2021,60,IND,NFL,17,9,8,0,0.529,4.4,3.3,1.1,0.0,0.0,0.0,0.0,2.0,0,3.0,3.0,ReicFr0
1245,2022,61,IND,NFL,9,3,5,1,0.389,-8.6,-4.9,-3.7,0.0,0.0,0.0,0.0,3.0,Fired after week 9,1.0,0.0,ReicFr0
1246,2023,62,CAR,NFL,11,1,10,0,0.091,-9.9,-7.9,-2.0,0.0,0.0,0.0,0.0,4.0,fired after week 12,1.0,0.0,ReicFr0
1247,1999,41,PHI,NFL,16,5,11,0,0.313,-4.2,-3.3,-0.9,0.0,0.0,0.0,0.0,5.0,0,1.0,0.0,ReidAn0
1248,2000,42,PHI,NFL,16,11,5,0,0.688,3.1,1.0,2.1,2.0,1.0,1.0,0.5,2.0,0,2.0,0.0,ReidAn0
1249,2001,43,PHI,NFL,16,11,5,0,0.688,7.7,0.9,6.8,3.0,2.0,1.0,0.667,1.0,0,3.0,2.0,ReidAn0
1250,2002,44,PHI,NFL,16,12,4,0,0.75,8.3,4.5,3.8,2.0,1.0,1.0,0.5,1.0,0,3.0,2.0,ReidAn0
1251,2003,45,PHI,NFL,16,12,4,0,0.75,4.4,2.9,1.5,2.0,1.0,1.0,0.5,1.0,0,8.0,3.0,ReidAn0
1252,2004,46,PHI,NFL,16,13,3,0,0.813,5.6,2.0,3.5,3.0,2.0,1.0,0.667,1.0,NFC Champions,10.0,7.0,ReidAn0
1253,2005,47,PHI,NFL,16,6,10,0,0.375,-2.3,-0.7,-1.7,0.0,0.0,0.0,0.0,4.0,0,8.0,1.0,ReidAn0
1254,2006,48,PHI,NFL,16,10,6,0,0.625,3.4,3.2,0.2,2.0,1.0,1.0,0.5,1.0,0,4.0,1.0,ReidAn0
1255,2007,49,PHI,NFL,16,8,8,0,0.5,5.3,0.1,5.1,0.0,0.0,0.0,0.0,4.0,0,4.0,1.0,ReidAn0
1256,2008,50,PHI,NFL,16,9,6,1,0.594,7.8,4.7,3.2,3.0,2.0,1.0,0.667,2.0,0,5.0,0.0,ReidAn0
1257,2009,51,PHI,NFL,16,11,5,0,0.688,6.0,5.8,0.2,1.0,0.0,1.0,0.0,2.0,0,8.0,4.0,ReidAn0
1258,2010,52,PHI,NFL,16,10,6,0,0.625,4.2,5.4,-1.2,1.0,0.0,1.0,0.0,1.0,0,6.0,3.0,ReidAn0
1259,2011,53,PHI,NFL,16,8,8,0,0.5,4.7,3.1,1.7,0.0,0.0,0.0,0.0,2.0,0,14.0,10.0,ReidAn0
1260,2012,54,PHI,NFL,16,4,12,0,0.25,-8.9,-5.3,-3.6,0.0,0.0,0.0,0.0,4.0,0,6.0,3.0,ReidAn0
1261,2013,55,KAN,NFL,16,11,5,0,0.688,6.1,1.7,4.3,1.0,0.0,1.0,0.0,2.0,0,8.0,7.0,ReidAn0
1262,2014,56,KAN,NFL,16,9,7,0,0.563,5.7,0.0,5.7,0.0,0.0,0.0,0.0,2.0,0,6.0,2.0,ReidAn0
1263,2015,57,KAN,NFL,16,11,5,0,0.688,9.0,3.7,5.3,2.0,1.0,1.0,0.5,2.0,0,6.0,3.0,ReidAn0
1264,2016,58,KAN,NFL,16,12,4,0,0.75,5.6,1.2,4.4,1.0,0.0,1.0,0.0,1.0,0,3.0,1.0,ReidAn0
1265,2017,59,KAN,NFL,16,10,6,0,0.625,3.4,3.8,-0.3,1.0,0.0,1.0,0.0,1.0,0,6.0,2.0,ReidAn0
1266,2018,60,KAN,NFL,16,12,4,0,0.75,8.9,12.6,-3.8,2.0,1.0,1.0,0.5,1.0,0,6.0,3.0,ReidAn0
1267,2019,61,KAN,NFL,16,12,4,0,0.75,9.1,6.2,2.9,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,8.0,4.0,ReidAn0
1268,2020,62,KAN,NFL,16,14,2,0,0.875,6.8,4.5,2.3,3.0,2.0,1.0,0.667,1.0,AFC Champions,1.0,1.0,ReidAn0
1269,2021,63,KAN,NFL,17,12,5,0,0.706,7.4,5.4,2.0,3.0,2.0,1.0,0.667,1.0,0,5.0,5.0,ReidAn0
1270,2022,64,KAN,NFL,17,14,3,0,0.824,6.2,6.8,-0.6,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,7.0,3.0,ReidAn0
1271,2023,65,KAN,NFL,17,11,6,0,0.647,3.7,-0.6,4.4,4.0,4.0,0.0,1.0,1.0,Super Bowl Champions,5.0,4.0,ReidAn0
1272,2024,66,KAN,NFL,17,15,2,0,0.882,4.2,-0.2,4.4,3.0,2.0,1.0,0.667,1.0,AFC Champions,4.0,1.0,ReidAn0
1273,2025,67,KAN,NFL,17,6,11,0,0.353,1.9,-1.9,3.8,0.0,0.0,0.0,0.0,3.0,0,1.0,1.0,ReidAn0
1274,1995,45,PHI,NFL,16,10,6,0,0.625,-1.7,-1.9,0.2,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,RhodRa0
1275,1996,46,PHI,NFL,16,10,6,0,0.625,0.6,2.1,-1.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RhodRa0
1276,1997,47,PHI,NFL,16,6,9,1,0.406,-3.0,-0.7,-2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RhodRa0
1277,1998,48,PHI,NFL,16,3,13,0,0.188,-12.8,-12.3,-0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RhodRa0
1278,1999,49,GNB,NFL,16,8,8,0,0.5,1.6,2.5,-0.9,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,RhodRa0
1279,2020,45,CAR,NFL,16,5,11,0,0.313,-1.1,-2.4,1.3,0.0,0.0,0.0,0.0,3.0,0,6.0,3.0,RhulMa0
1280,2021,46,CAR,NFL,17,5,12,0,0.294,-5.5,-5.0,-0.5,0.0,0.0,0.0,0.0,4.0,0,3.0,1.0,RhulMa0
1281,2022,47,CAR,NFL,5,1,4,0,0.2,-2.2,-1.3,-0.9,0.0,0.0,0.0,0.0,2.0,Fired after week 5,1.0,0.0,RhulMa0
1282,1978,51,CIN,NFL,11,4,7,0,0.364,-1.3,-2.7,1.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RiceHo0
1283,1979,52,CIN,NFL,16,4,12,0,0.25,-1.3,3.1,-4.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RiceHo0
1284,1999,46,SDG,NFL,16,8,8,0,0.5,-1.0,-3.9,2.9,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,RileMi0
1285,2000,47,SDG,NFL,16,1,15,0,0.063,-8.1,-3.7,-4.4,0.0,0.0,0.0,0.0,5.0,0.0,10.0,2.0,RileMi0
1286,2001,48,SDG,NFL,16,5,11,0,0.313,-0.3,0.3,-0.6,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,RileMi0
1287,1976,45,BUF,NFL,9,0,9,0,0.0,-9.2,-2.5,-6.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RingJi0
1288,1977,46,BUF,NFL,14,3,11,0,0.214,-7.9,-4.3,-3.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RingJi0
1289,2011,49,CAR,NFL,16,6,10,0,0.375,-1.3,2.6,-3.9,0.0,0.0,0.0,0.0,3.0,0,3.0,0.0,RiveRo0
1290,2012,50,CAR,NFL,16,7,9,0,0.438,0.8,-0.5,1.3,0.0,0.0,0.0,0.0,2.0,0,2.0,2.0,RiveRo0
1291,2013,51,CAR,NFL,16,12,4,0,0.75,9.2,0.6,8.6,1.0,0.0,1.0,0.0,1.0,0,7.0,1.0,RiveRo0
1292,2014,52,CAR,NFL,16,7,8,1,0.469,-3.1,-2.4,-0.7,2.0,1.0,1.0,0.5,1.0,0,7.0,3.0,RiveRo0
1293,2015,53,CAR,NFL,16,15,1,0,0.938,8.1,6.0,2.1,3.0,2.0,1.0,0.667,1.0,NFC Champions,17.0,10.0,RiveRo0
1294,2016,54,CAR,NFL,16,6,10,0,0.375,-1.0,-0.2,-0.8,0.0,0.0,0.0,0.0,4.0,0,5.0,4.0,RiveRo0
1295,2017,55,CAR,NFL,16,11,5,0,0.688,4.3,1.7,2.7,1.0,0.0,1.0,0.0,2.0,0,6.0,3.0,RiveRo0
1296,2018,56,CAR,NFL,16,7,9,0,0.438,0.9,0.1,0.8,0.0,0.0,0.0,0.0,3.0,0,7.0,4.0,RiveRo0
1297,2019,57,CAR,NFL,12,5,7,0,0.417,-7.0,-1.9,-5.1,0.0,0.0,0.0,0.0,4.0,Fired after Week 13,4.0,1.0,RiveRo0
1298,2020,58,WAS,NFL,16,7,9,0,0.438,-0.8,-4.1,3.2,1.0,0.0,1.0,0.0,1.0,0,7.0,4.0,RiveRo0
1299,2021,59,WAS,NFL,17,7,10,0,0.412,-4.2,-2.7,-1.5,0.0,0.0,0.0,0.0,3.0,0,8.0,4.0,RiveRo0
1300,2022,60,WAS,NFL,17,8,8,1,0.5,-0.9,-3.5,2.6,0.0,0.0,0.0,0.0,4.0,0,4.0,1.0,RiveRo0
1301,2023,61,WAS,NFL,17,4,13,0,0.235,-11.1,-2.8,-8.4,0.0,0.0,0.0,0.0,4.0,0,5.0,2.0,RiveRo0
1302,2024,54,NOR,NFL,8,3,5,0,0.375,-4.1,-3.6,-0.5,0.0,0.0,0.0,0.0,4.0,interim after week 9,2.0,2.0,RizzDa0
1303,1970,38,NOR,NFL,7,1,6,0,0.143,-7.9,-4.6,-3.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RobeJ
1304,1971,39,NOR,NFL,14,4,8,2,0.333,-2.7,1.4,-4.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RobeJ
1305,1972,40,NOR,NFL,14,2,11,1,0.179,-10.2,-5.3,-5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RobeJ
1306,1983,48,RAM,NFL,16,9,7,0,0.563,2.9,2.0,0.9,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,RobiJo0
1307,1984,49,RAM,NFL,16,10,6,0,0.625,2.3,1.0,1.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
1308,1985,50,RAM,NFL,16,11,5,0,0.688,2.6,-1.0,3.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,RobiJo0
1309,1986,51,RAM,NFL,16,10,6,0,0.625,1.9,-1.1,2.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
1310,1987,52,RAM,NFL,15,6,9,0,0.4,-1.8,-0.6,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RobiJo0
1311,1988,53,RAM,NFL,16,10,6,0,0.625,6.5,5.6,0.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
1312,1989,54,RAM,NFL,16,11,5,0,0.688,4.6,5.7,-1.1,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,RobiJo0
1313,1990,55,RAM,NFL,16,5,11,0,0.313,-4.2,2.3,-6.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RobiJo0
1314,1991,56,RAM,NFL,16,3,13,0,0.188,-6.0,-2.6,-3.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RobiJo0
1315,2000,46,WAS,NFL,3,1,2,0,0.333,1.0,-2.9,3.8,0.0,0.0,0.0,0.0,3.0,Coach starting week 15,0.0,0.0,RobiTe0
1316,2004,50,CLE,NFL,5,1,4,0,0.2,-3.4,-1.5,-1.9,0.0,0.0,0.0,0.0,4.0,Coach starting week 13,5.0,2.0,RobiTe0
1317,1985,51,DET,NFL,16,7,9,0,0.438,-1.7,-1.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RogeDa0
1318,1986,52,DET,NFL,16,5,11,0,0.313,-4.3,-3.8,-0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RogeDa0
1319,1987,53,DET,NFL,15,4,11,0,0.267,-9.9,-4.5,-5.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RogeDa0
1320,1988,54,DET,NFL,11,2,9,0,0.182,-4.0,-5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RogeDa0
1321,2022,67,DEN,NFL,2,1,1,0,0.5,-5.0,-5.6,0.6,0.0,0.0,0.0,0.0,4.0,Interim coach after week 16,1.0,0.0,RosbJe0
1322,1992,57,SDG,NFL,16,11,5,0,0.688,3.1,1.9,1.3,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,RossBo0
1323,1993,58,SDG,NFL,16,8,8,0,0.5,2.3,1.1,1.1,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,RossBo0
1324,1994,59,SDG,NFL,16,11,5,0,0.688,3.6,2.9,0.7,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,RossBo0
1325,1995,60,SDG,NFL,16,9,7,0,0.563,1.5,-0.6,2.1,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,RossBo0
1326,1996,61,SDG,NFL,16,8,8,0,0.5,-1.8,0.4,-2.1,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,RossBo0
1327,1997,62,DET,NFL,16,9,7,0,0.563,4.0,3.0,0.9,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,RossBo0
1328,1998,63,DET,NFL,16,5,11,0,0.313,-3.4,-1.9,-1.5,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,RossBo0
1329,1999,64,DET,NFL,16,8,8,0,0.5,1.9,0.1,1.8,1.0,0.0,1.0,0.0,3.0,0,3.0,1.0,RossBo0
1330,2000,65,DET,NFL,9,5,4,0,0.556,1.4,-0.1,1.5,0.0,0.0,0.0,0.0,4.0,Resigned after week 10,3.0,2.0,RossBo0
1331,1970,39,BOS,NFL,7,1,6,0,0.143,-15.9,-9.1,-6.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RushCl0
1332,1990,62,NWE,NFL,16,1,15,0,0.063,-14.6,-7.5,-7.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RustRo0
1333,1978,46,CLE,NFL,16,8,8,0,0.5,-2.0,2.5,-4.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RutiSa0
1334,1979,47,CLE,NFL,16,9,7,0,0.563,3.0,2.9,0.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RutiSa0
1335,1980,48,CLE,NFL,16,11,5,0,0.688,1.8,1.7,0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,RutiSa0
1336,1981,49,CLE,NFL,16,5,11,0,0.313,-6.5,-4.1,-2.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RutiSa0
1337,1982,50,CLE,NFL,9,4,5,0,0.444,-3.5,-5.0,1.5,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,RutiSa0
1338,1983,51,CLE,NFL,16,9,7,0,0.563,-2.2,-0.9,-1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RutiSa0
1339,1984,52,CLE,NFL,8,1,7,0,0.125,-3.8,-6.1,2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RutiSa0
1340,1986,55,PHI,NFL,16,5,10,1,0.344,-1.5,-2.9,1.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RyanBu0
1341,1987,56,PHI,NFL,15,7,8,0,0.467,-2.0,1.3,-3.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RyanBu0
1342,1988,57,PHI,NFL,16,10,6,0,0.625,3.4,2.3,1.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,RyanBu0
1343,1989,58,PHI,NFL,16,11,5,0,0.688,5.1,1.9,3.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RyanBu0
1344,1990,59,PHI,NFL,16,10,6,0,0.625,5.6,4.5,1.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RyanBu0
1345,1994,63,ARI,NFL,16,8,8,0,0.5,-2.3,-5.6,3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RyanBu0
1346,1995,64,ARI,NFL,16,4,12,0,0.25,-7.5,-3.5,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RyanBu0
1347,2023,39,HOU,NFL,17,10,7,0,0.588,0.4,0.3,0.1,2.0,1.0,1.0,0.5,1.0,0.0,3.0,2.0,RyanDe0
1348,2024,40,HOU,NFL,17,10,7,0,0.588,-0.7,-1.5,0.8,2.0,1.0,1.0,0.5,1.0,0.0,4.0,0.0,RyanDe0
1349,2025,41,HOU,NFL,17,12,5,0,0.706,8.6,1.3,7.2,2.0,1.0,1.0,0.5,2.0,0.0,2.0,0.0,RyanDe0
1350,2009,47,NYJ,NFL,16,9,7,0,0.563,8.6,1.1,7.5,3.0,2.0,1.0,0.667,2.0,0,8.0,4.0,RyanRe0
1351,2010,48,NYJ,NFL,16,11,5,0,0.688,6.5,2.2,4.2,3.0,2.0,1.0,0.667,2.0,0,10.0,4.0,RyanRe0
1352,2011,49,NYJ,NFL,16,8,8,0,0.5,0.9,1.2,-0.3,0.0,0.0,0.0,0.0,2.0,0,10.0,9.0,RyanRe0
1353,2012,50,NYJ,NFL,16,6,10,0,0.375,-5.9,-5.1,-0.9,0.0,0.0,0.0,0.0,3.0,0,9.0,3.0,RyanRe0
1354,2013,51,NYJ,NFL,16,8,8,0,0.5,-6.1,-4.7,-1.4,0.0,0.0,0.0,0.0,2.0,0,7.0,2.0,RyanRe0
1355,2014,52,NYJ,NFL,16,4,12,0,0.25,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,4.0,0,5.0,1.0,RyanRe0
1356,2015,53,BUF,NFL,16,8,8,0,0.5,0.0,0.3,-0.2,0.0,0.0,0.0,0.0,3.0,0,9.0,6.0,RyanRe0
1357,2016,54,BUF,NFL,15,7,8,0,0.467,-0.3,1.8,-2.2,0.0,0.0,0.0,0.0,3.0,Fired after Week 16,9.0,5.0,RyanRe0
1358,1970,49,DEN,NFL,14,5,8,1,0.385,-2.6,-2.5,-0.1,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,SabaLo0
1359,1971,50,DEN,NFL,9,2,6,1,0.25,-4.5,-5.5,1.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,SabaLo0
1360,1972,51,BUF,NFL,14,4,9,1,0.321,-7.2,-1.6,-5.6,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,SabaLo0
1361,1973,52,BUF,NFL,14,9,5,0,0.643,0.4,-1.8,2.1,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,SabaLo0
1362,1974,53,BUF,NFL,14,9,5,0,0.643,1.0,-0.3,1.4,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,SabaLo0
1363,1975,54,BUF,NFL,14,8,6,0,0.571,7.1,10.4,-3.4,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,SabaLo0
1364,1976,55,BUF,NFL,5,2,3,0,0.4,-9.2,-2.5,-6.7,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,SabaLo0
1365,2005,54,MIA,NFL,16,9,7,0,0.563,-0.8,-1.1,0.3,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,SabaNi0
1366,2006,55,MIA,NFL,16,6,10,0,0.375,0.7,-3.3,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,SabaNi0
1367,2021,42,NYJ,NFL,17,4,13,0,0.235,-10.4,-3.6,-6.7,0.0,0.0,0.0,0.0,4.0,0,1.0,1.0,SaleRo0
1368,2022,43,NYJ,NFL,17,7,10,0,0.412,0.8,-4.0,4.8,0.0,0.0,0.0,0.0,4.0,0,6.0,3.0,SaleRo0
1369,2023,44,NYJ,NFL,17,7,10,0,0.412,-5.8,-6.7,0.9,0.0,0.0,0.0,0.0,3.0,0,2.0,0.0,SaleRo0
1370,2024,45,NYJ,NFL,5,2,3,0,0.4,-4.3,-3.0,-1.4,0.0,0.0,0.0,0.0,3.0,fired after week 5,1.0,1.0,SaleRo0
1371,1972,47,BAL,NFL,9,4,5,0,0.444,-2.3,-5.1,2.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,SandJo0
1372,2022,47,IND,NFL,8,1,7,0,0.125,-8.6,-4.9,-3.7,0.0,0.0,0.0,0.0,3.0,Interim coach after week 9,5.0,4.0,SatuJe0
1373,1986,39,SDG,NFL,8,3,5,0,0.375,-1.9,1.2,-3.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,SaunAl0
1374,1987,40,SDG,NFL,15,8,7,0,0.533,-3.7,-4.3,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,SaunAl0
1375,1988,41,SDG,NFL,16,6,10,0,0.375,-7.4,-7.1,-0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,SaunAl0
1376,2012,46,TAM,NFL,16,7,9,0,0.438,0.0,1.3,-1.3,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,SchiGr0
1377,2013,47,TAM,NFL,16,4,12,0,0.25,-2.7,-2.9,0.3,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,SchiGr0
